-258.24,-215.79,-71.71
-258.24,-215.79,-71.71
-268.49,-214.89,-68.64
-277.62,-214.09,-65.47
-287.39,-211.55,-66.72
-287.39,-211.55,-66.72
-296.87,-210.68,-67.8
-303.05,-210.13,-68.36
-135.57,-186.67,-62.38
-153.96,-200.97,-62.49
-170.73,-210.07,-62.36
-171.05,-211.21,-62.38
-154.44,-177.68,-65.57
-165.21,-190.54,-64.24
-177.03,-190.84,-64.71
-211.66,-207.58,-65.26
-218.4,-213.92,-66.49
-218.87,-215.22,-66.52
-200.52,-213.65,-64.79
-200.57,-212.73,-64.81
-194.08,-206.12,-64.65
-258.24,-215.79,-71.71
-258.83,-216.67,-71.56
-269.79,-222.82,-71.37
-271.72,-223.93,-71.29
-287.39,-211.55,-66.72
-287.81,-212.45,-66.76
-291.29,-215.04,-66.48
